header,class,mechanism,group
4680437|4683259|+|phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
1149670|1150599|+|putative_phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
2156538|2157416|-|putative_phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
2157427|2158251|-|putative_phage_replication_protein,Phage-related,Phage-related replication protein,NotComplete
1180795|1181871|-|phage_replisome_organizer,Phage-related,Phage-related replication protein,NotComplete
39548|40399|+|phage_replisome_organizer_N-terminal_domain_protein,Phage-related,Phage-related replication protein,NotComplete
575392|576271|+|phage_repressor_protein_antirepressor_Ant,Phage-related,Phage-related repressor protein,ANT
14772|15146|-|putative_phage_repressor_protein_C,Phage-related,Phage-related repressor protein,C
2071993|2072625|+|phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
832341|833093|-|phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
577237|577884|-|probable_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
1442310|1442681|-|putative_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
1570456|1571160|-|putative_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
1877573|1877992|-|putative_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
3129845|3130495|+|putative_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,CI
1450847|1451254|-|predicted_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,Cl
3295089|3295796|+|predicted_phage_repressor_protein_CI,Phage-related,Phage-related repressor protein,Cl
501588|502241|+|phage_repressor,Phage-related,Phage-related repressor protein,NotComplete
2211304|2212020|-|phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
2305052|2305744|+|phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
3401906|3402592|+|phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
3529027|3529596|+|phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
1065252|1065659|-|predicted_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
1177766|1178167|-|predicted_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
1955864|1956175|-|predicted_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
2211076|2211483|+|predicted_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
1779170|1779817|+|putative_phage_repressor,Phage-related,Phage-related repressor protein,NotComplete
882981|883199|+|putative_phage_repressor,Phage-related,Phage-related repressor protein,NotComplete
1275143|1275619|-|putative_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
1992422|1992829|+|putative_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
2670459|2670863|-|putative_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
4530933|4531607|-|putative_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
4959323|4959922|-|putative_phage_repressor_protein,Phage-related,Phage-related repressor protein,NotComplete
2120325|2121881|-|phage_resistance_protein,Phage-related,Phage-related resistance protein,NotComplete
652676|653266|-|putative_phage_resolvase,Phage-related,Phage-related resolvase,NotComplete
3439152|3440585|+|sigma_N__sigma_54__factor_of_RNA_polymerase__pleiotrophic_functions__nitrogen_metabolism__formate_degradation__phage_shock_response_,Phage-related,Phage-related RNA polymerase,NotComplete
2310575|2311567|-|Phage_shock_protein_A,Phage-related,Phage-related shock protein,A
4748904|4749602|-|phage_shock_protein_A,Phage-related,Phage-related shock protein,A
2096861|2097085|+|phage_shock_protein_B,Phage-related,Phage-related shock protein,B
4528314|4528673|+|phage_shock_protein_C,Phage-related,Phage-related shock protein,C
4528978|4529292|+|phage_shock_protein_E,Phage-related,Phage-related shock protein,E
4367881|4368333|-|phage_shock_protein_G,Phage-related,Phage-related shock protein,G
2429831|2430499|-|phage_shock_protein_PspA,Phage-related,Phage-related shock protein,PSPA
2812558|2813226|-|phage_shock_protein_PspA,Phage-related,Phage-related shock protein,PSPA
1417318|1417551|+|Phage_shock_protein,Phage-related,Phage-related shock protein,NotComplete
2620315|2621292|+|phage_shock_protein_operon_transcriptional_activator,Phage-related,Phage-related shock protein,NotComplete
758651|759019|-|enterobacteria_phage_lambda__Putative_single-stranded_DNA_binding_protein,Phage-related,Phage-related single-stranded DNA binding protein,NotComplete
740388|741353|-|lipoate_synthesis__sulfur_insertion,Phage-related,Phage-related sulfur insertion protein ,NotComplete
2775090|2775701|-|phage_superinfection_exclusion_protein,Phage-related,Phage-related superinfection exclusion protein,NotComplete
4400464|4400940|+|phage_suppressor_protein,Phage-related,Phage-related suppressor protein,NotComplete
4705387|4705761|-|phage_tail_protein_E,Phage-related,Phage-related tail protein,E
2080921|2081343|-|phage_minor_tail_protein_G,Phage-related,Phage-related tail protein,G
2278576|2278962|+|phage_minor_tail_protein_G,Phage-related,Phage-related tail protein,G
3381068|3381490|-|phage_minor_tail_protein_G,Phage-related,Phage-related tail protein,G
2171924|2172061|+|GpE_family_phage_tail_protein,Phage-related,Phage-related tail protein,GPE
4264089|4264325|-|GpE_family_phage_tail_protein,Phage-related,Phage-related tail protein,GPE
2436683|2436838|-|phage_tail_protein_Gpe,Phage-related,Phage-related tail protein,GPE
255915|256889|-|phage_tail_protein_I,Phage-related,Phage-related tail protein,I
29554|30162|-|phage_tail_protein_I,Phage-related,Phage-related tail protein,I
2372382|2373026|-|phage_tail_completion_protein_S,Phage-related,Phage-related tail protein,S
217642|218055|+|phage_tail_assembly_protein_T,Phage-related,Phage-related tail protein,T
281621|282055|+|phage_tail_assembly_protein_T,Phage-related,Phage-related tail protein,T
4246217|4246618|+|phage_minor_tail_U_family_protein,Phage-related,Phage-related tail protein,U
1613198|1613611|+|phage_major_tail_protein__TP901-1_family,Phage-related,Phage-related tail protein,NotComplete
2673840|2675327|-|phage_major_tail_subunit,Phage-related,Phage-related tail protein,NotComplete
1|519|-|phage_major_tail_tube_protein,Phage-related,Phage-related tail protein,NotComplete
1145117|1145638|+|phage_major_tail_tube_protein,Phage-related,Phage-related tail protein,NotComplete
2990769|2991281|+|phage_major_tail_tube_protein,Phage-related,Phage-related tail protein,NotComplete
2967778|2968083|+|Phage_minor_tail_protein,Phage-related,Phage-related tail protein,NotComplete
98476|98679|+|Phage_minor_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1515459|1515797|+|putative_phage_minor_tail_protein,Phage-related,Phage-related tail protein,NotComplete
12847|13122|-|phage_tail_assembly_protein,Phage-related,Phage-related tail protein,NotComplete
2195459|2195728|-|phage_tail_assembly_protein,Phage-related,Phage-related tail protein,NotComplete
63095|63412|+|phage_tail_assembly_protein,Phage-related,Phage-related tail protein,NotComplete
1906105|1906893|-|putative_phage_tail_assembly_protein,Phage-related,Phage-related tail protein,NotComplete
783242|783913|+|enterobacteria_phage_lambda__tail_component,Phage-related,Phage-related tail protein,NotComplete
295826|297154|+|phage_tail_DNA_circulation_protein,Phage-related,Phage-related tail protein,NotComplete
1100999|1101925|+|phage_tail_family_protein,Phage-related,Phage-related tail protein,NotComplete
2664017|2665519|-|phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
2957195|2958163|-|Phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
5193767|5195131|-|phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
1009163|1009714|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
103859|105094|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
106190|109030|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
107880|108608|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
109042|109476|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
109555|110391|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1135927|1136403|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1259855|1260340|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
126284|126754|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1285304|1285660|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1291536|1291964|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1310493|1310897|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1374653|1375018|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1399939|1400640|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1401024|1401527|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
141967|142302|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1425900|1427948|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1459073|1460212|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
152387|153883|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1632783|1634378|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
171601|172011|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1727424|1728851|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
173148|173759|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
176156|176623|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1809023|1809155|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1921888|1922283|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
19482|19880|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1972964|1975117|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1978373|1978831|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
20561|21751|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2088420|2088626|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2094057|2094647|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2148688|2148996|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2185619|2186176|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2186160|2186844|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2186934|2187079|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2200813|2200983|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2255|2608|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2326890|2327633|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2337994|2341299|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2377340|2377885|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2446993|2447445|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2456673|2457059|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2460613|2460969|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
251338|251832|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2710549|2711067|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2711067|2711669|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2726529|2726939|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2784635|2785282|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2884947|2888237|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
297151|298230|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3090213|3091883|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3100201|3100728|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3137063|3138547|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3178962|3179240|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
318632|320092|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3227715|3228197|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3237984|3238568|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
32843|34060|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3293791|3295794|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3381506|3382276|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3523090|3523824|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3700495|3700800|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3736315|3737817|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3737826|3738191|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3742199|3743323|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3745989|3746869|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3746901|3747422|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3765838|3766161|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
38129|38545|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3920226|3920999|-|Phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4081897|4082016|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4084306|4084620|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4252830|4253297|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4256276|4258294|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4258854|4259387|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4259962|4260180|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4416922|4418427|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4566376|4567092|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4567098|4567472|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4567496|4567777|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4571088|4571429|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4617307|4617930|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4617892|4618371|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4617943|4618341|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4622887|4623585|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4625155|4628631|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4630675|4630944|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4649614|4650357|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4662839|4663537|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4803761|4804090|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4804062|4807127|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4805664|4806059|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
481219|481797|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
486932|487138|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4935806|4936135|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4939132|4939563|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
495790|497058|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
4993690|4994592|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
5075678|5076382|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
5126099|5128291|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
530|1289|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
5418510|5419190|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
547|1158|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
56570|57235|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
63091|63708|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
637497|638126|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
690256|690558|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
747955|748479|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
769038|769457|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
770031|770876|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
913003|913702|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
929806|931344|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
932759|935032|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
938990|941686|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
942581|943156|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
967838|968167|+|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
982596|984869|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
985464|986255|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
99695|100072|-|phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
1621212|1621694|-|phage-tail_assembly-like_protein,Phage-related,Phage-related tail protein,NotComplete
20915|21322|+|probable_phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
30390|30590|+|probable_phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
3145664|3145996|+|probable_phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
2132860|2133189|-|putative_phage_tail_component,Phage-related,Phage-related tail protein,NotComplete
4368059|4368583|-|putative_phage_tail_core_protein,Phage-related,Phage-related tail protein,NotComplete
4494115|4495764|-|Putative_phage_tail_core_protein,Phage-related,Phage-related tail protein,NotComplete
1404506|1404721|+|putative_phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
1407879|1408457|+|putative_phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
1522076|1525474|+|putative_phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
24906|26480|+|putative_phage_tail_fiber_protein,Phage-related,Phage-related tail protein,NotComplete
46070|46801|-|putative_phage_tail_protein,Phage-related,Phage-related tail protein,NotComplete
246257|247441|+|phage_tail_sheath_family_protein,Phage-related,Phage-related tail protein,NotComplete
4493429|4493674|-|Phage_tail_sheath_monomer,Phage-related,Phage-related tail protein,NotComplete
2014695|2014943|-|Phage_tail_length_tape-measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
1404448|1407525|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
1750240|1752420|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
1815003|1816838|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
22609|25416|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
2457408|2460635|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
2622343|2625648|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
3225369|3227948|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
3263693|3264673|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
3763846|3765753|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
4110999|4112357|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
4567829|4571095|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
4619916|4622561|+|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
74240|75256|-|phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
757697|760930|-|phage_tail_tape_measure_protein__lambda_family,Phage-related,Phage-related tail tape measure protein,NotComplete
986999|989446|+|putative_phage_tail_tape_measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
3385375|3387837|-|phage_tail_tape-measure_protein,Phage-related,Phage-related tail tape measure protein,NotComplete
2809008|2810981|-|phage_terminase_GpA,Phage-related,Phage-related terminase,GPA
1851245|1851988|-|phage_small_terminase_subunit_GpM,Phage-related,Phage-related terminase,GPM
1854152|1855924|+|phage_large_terminase_subunit_GpP,Phage-related,Phage-related terminase,GPP
419369|419689|+|phage_terminase__small_subunit__P27_family,Phage-related,Phage-related terminase,P27
1533226|1533693|+|phage_terminase_small_subunit_P27_family,Phage-related,Phage-related terminase,P27
1611285|1611788|+|phage_terminase_small_subunit_P27_family,Phage-related,Phage-related terminase,P27
2159739|2160221|+|phage_terminase_small_subunit_P27_family,Phage-related,Phage-related terminase,P27
3021327|3021683|-|phage_terminase_small_subunit_P27_family,Phage-related,Phage-related terminase,P27
1391968|1393383|+|PBSX_family_phage_terminase_large_subunit,Phage-related,Phage-related terminase,PBSX
745129|746838|+|phage_large_terminase_subunit,Phage-related,Phage-related terminase,NotComplete
1480182|1480553|+|Phage_terminase,Phage-related,Phage-related terminase,NotComplete
1940507|1942258|-|phage_terminase,Phage-related,Phage-related terminase,NotComplete
2751033|2752334|-|phage_terminase,Phage-related,Phage-related terminase,NotComplete
3929626|3931233|-|Phage_Terminase,Phage-related,Phage-related terminase,NotComplete
1433103|1434578|+|phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
1445329|1447011|-|phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
284467|286200|+|phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
1447340|1447810|-|phage_terminase__small_subunit,Phage-related,Phage-related terminase,NotComplete
387110|387400|+|Phage_terminase__small_subunit,Phage-related,Phage-related terminase,NotComplete
3938468|3939019|-|Phage_terminase__small_subunit,Phage-related,Phage-related terminase,NotComplete
188584|190218|-|phage_terminase_large_subunit,Phage-related,Phage-related terminase,NotComplete
1947220|1947660|+|Phage_terminase_large_subunit,Phage-related,Phage-related terminase,NotComplete
3734787|3736190|+|phage_terminase_large_subunit,Phage-related,Phage-related terminase,NotComplete
2904771|2906873|-|phage_terminase_large_subunit_family_protein,Phage-related,Phage-related terminase,NotComplete
506359|508284|+|phage_terminase_large_subunit_family_protein,Phage-related,Phage-related terminase,NotComplete
1946473|1946865|+|Phage_terminase_small_subunit,Phage-related,Phage-related terminase,NotComplete
3333577|3334149|+|phage_terminase_small_subunit,Phage-related,Phage-related terminase,NotComplete
950596|951144|-|phage_terminase_small_subunit,Phage-related,Phage-related terminase,NotComplete
895271|896566|+|putative_phage_terminase,Phage-related,Phage-related terminase,NotComplete
1005425|1007158|+|putative_phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
3272|4933|+|putative_phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
419689|421236|+|putative_phage_terminase__large_subunit,Phage-related,Phage-related terminase,NotComplete
1432432|1433106|+|putative_phage_terminase__small_subunit,Phage-related,Phage-related terminase,NotComplete
1920325|1922280|-|putative_phage_terminase_large_subunit,Phage-related,Phage-related terminase,NotComplete
1288517|1289317|+|Phage_terminase__endonuclease_small_subunit_M,Phage-related,Phage-related terminase-endonuclease,M
292002|292205|+|phage_transcriptional_AlpA_-like_regulator,Phage-related,Phage-related transcriptional protein,ALPA
1246842|1247108|-|phage_transcriptional_regulator__AlpA,Phage-related,Phage-related transcriptional protein,ALPA
1291428|1291667|-|phage_transcriptional_regulator__AlpA,Phage-related,Phage-related transcriptional protein,ALPA
258359|258631|+|putative_phage_transcriptional_regulator__AlpA,Phage-related,Phage-related transcriptional protein,ALPA
3908803|3909048|-|Phage_transcriptional_activator__Ogr_delta,Phage-related,Phage-related transcriptional protein,OGR
873018|873155|-|Phage_transcriptional_activator__Ogr_Delta,Phage-related,Phage-related transcriptional protein,OGR
4794626|4794844|+|putative_phage_transcriptional_activator_Ogr_Delta,Phage-related,Phage-related transcriptional protein,ORG
1421813|1422064|-|putative_transcriptional_activator_from_phage_origin,Phage-related,Phage-related transcriptional protein,NotComplete
2686274|2686684|-|putative_phage_transcription_regulator,Phage-related,Phage-related transcriptional protein,NotComplete
2688044|2688433|-|putative_phage_transcription_regulator,Phage-related,Phage-related transcriptional protein,NotComplete
2203327|2203836|+|Transcriptional_regulator__Phage-type,Phage-related,Phage-related transcriptional protein,NotComplete
2533141|2534487|+|transport_of_long-chain_fatty_acids__sensitivity_to_phage_T2,Phage-related,Phage-related transport protein ,NotComplete
2278340|2278456|+|fragment_of_putative_transposase__phage_SPbeta,Phage-related,Phage-related transposase,NotComplete
2693588|2695585|-|putative_phage_transposase,Phage-related,Phage-related transposase,NotComplete
2165056|2165514|+|phage_virion_morphogenesis_protein,Phage-related,Phage-related virion morphogenesis protein,NotComplete
2679159|2679629|-|phage_virion_morphogenesis_protein,Phage-related,Phage-related virion morphogenesis protein,NotComplete
3731938|3732411|+|phage_virion_morphogenesis_protein,Phage-related,Phage-related virion morphogenesis protein,NotComplete
7040|7801|-|Lambda_phage_type_II_DNA_modification_methyltransferase,Phage-related,Type-II DNA modification methyltransferase,NotComplete
15791|16018|-|phage_conjugal_plasmid_C-4_type_zinc_finger__TraR_family_protein,Plasmid,Conjugal plasmid zinc finger protein,TRAR
10594|14079|-|Ti-type_conjugative_transfer_relaxase_TraA,Plasmid,Conjugative transfer relaxase,TRAA
3422671|3423459|-|conserved_protein_found_in_conjugate_transposon_TraA,Plasmid,Conjugative transfer relaxase,TRAA
105958|111255|+|conjugative_transfer_relaxase_helicase_TraI,Plasmid,Conjugative transfer relaxase-helicase,TRAI 
122193|127484|-|conjugative_transfer_relaxase_helicase_TraI,Plasmid,Conjugative transfer relaxase-helicase,TRAI 
401214|401453|-|conjugative_transposon_excisionase,Plasmid,Conjugative transposon excisionase,NotComplete
1509100|1513449|-|putative_conjugative_transposon_membrane_protein,Plasmid,Conjugative transposon membrane protein,NotComplete
1600344|1600745|-|conserved_protein_found_in_conjugate_transposon_TraB,Plasmid,Conjugative transposon protein ,TRAB
1599211|1599507|-|conserved_protein_found_in_conjugate_transposon_TraE,Plasmid,Conjugative transposon protein ,TRAE
1598865|1599200|-|conserved_protein_found_in_conjugate_transposon_TraF,Plasmid,Conjugative transposon protein ,TRAF
1595717|1596343|-|conserved_protein_found_in_conjugate_transposon_TraI,Plasmid,Conjugative transposon protein ,TRAI
1594057|1594680|-|conserved_protein_found_in_conjugate_transposon_TraK,Plasmid,Conjugative transposon protein ,TRAK
3217578|3218192|+|conserved_protein_found_in_conjugate_transposon_TraK,Plasmid,Conjugative transposon protein ,TRAK
1593756|1594052|-|conserved_protein_found_in_conjugate_transposon_TraL,Plasmid,Conjugative transposon protein ,TRAL
1592462|1593778|-|conserved_protein_found_in_conjugate_transposon_TraM,Plasmid,Conjugative transposon protein ,TRAM
1591486|1592421|-|conserved_protein_found_in_conjugate_transposon_TraN,Plasmid,Conjugative transposon protein ,TRAN
1590901|1591482|-|conserved_protein_found_in_conjugate_transposon_TraO,Plasmid,Conjugative transposon protein ,TRAO
1589533|1589991|-|conserved_protein_found_in_conjugate_transposon_TraQ,Plasmid,Conjugative transposon protein ,TRAQ
1594701|1595696|-|conserved_protein_found_in_conjugate_transposon,Plasmid,Conjugative transposon protein ,NotComplete
1596355|1598868|-|conserved_protein_found_in_conjugate_transposon,Plasmid,Conjugative transposon protein ,NotComplete
1600747|1601529|-|conserved_protein_found_in_conjugate_transposon,Plasmid,Conjugative transposon protein ,NotComplete
104791|106164|-|conjugative_relaxosome_accessory_transposon_family_protein,Plasmid,Conjugative transposon relaxosome accessory protein,NotComplete
195304|196590|-|conjugative_relaxosome_accessory_transposon_family_protein,Plasmid,Conjugative transposon relaxosome accessory protein,NotComplete
20476|21837|-|conjugative_relaxosome_accessory_transposon_family_protein,Plasmid,Conjugative transposon relaxosome accessory protein,NotComplete
406259|407269|+|conjugative_transposon_replication_initiation_factor,Plasmid,Conjugative transposon replication initiation factor,NotComplete
